Gene stable ID	Human gene stable ID	Human gene name	Gene name
ENSMUSG00000065852	ENSG00000199959		Gm22353
ENSMUSG00000061923	ENSG00000155087	ODF1	Odf1
ENSMUSG00000117187			Gm4708
ENSMUSG00000024072	ENSG00000119820	YIPF4	Yipf4
ENSMUSG00000115525			Gm5213
ENSMUSG00002075169			Gm54780
ENSMUSG00000115057			Gm8705
ENSMUSG00000115437			Gm49314
ENSMUSG00000037465	ENSG00000155090	KLF10	Klf10
ENSMUSG00000000078	ENSG00000067082	KLF6	Klf6
ENSMUSG00000014329	ENSG00000122870	BICC1	Bicc1
ENSMUSG00000037997	ENSG00000111224	PARP11	Parp11
ENSMUSG00000068039	ENSG00000120438	TCP1	Tcp1
ENSMUSG00002075218			Gm54978
ENSMUSG00000113765			Gm47549
ENSMUSG00000111509			Gm47266
ENSMUSG00000114195			2900042G08Rik
ENSMUSG00000031925	ENSG00000184384	MAML2	Maml2
ENSMUSG00000021193	ENSG00000107959	PITRM1	Pitrm1
ENSMUSG00000084558	ENSG00000252622	RNU6-881P	Gm24836
ENSMUSG00000038806	ENSG00000143751	SDE2	Sde2
ENSMUSG00000064210	ENSG00000177119	ANO6	Ano6
ENSMUSG00000043789	ENSG00000167992	VWCE	Vwce
ENSMUSG00000093290			Mir3572
ENSMUSG00000078813	ENSG00000105617	LENG1	Leng1
ENSMUSG00002075655			Gm55191
ENSMUSG00000111698			Gm47105
ENSMUSG00000032298	ENSG00000140398	NEIL1	Neil1
ENSMUSG00000099082			Mir7036b
ENSMUSG00000052477			Sp140l2
ENSMUSG00000107128			Gm42867
ENSMUSG00000029640	ENSG00000152484	USP12	Usp12
ENSMUSG00000031482	ENSG00000102743	SLC25A15	Slc25a15
ENSMUSG00000039236	ENSG00000172183	ISG20	Isg20
ENSMUSG00000024738			Pga5
ENSMUSG00000110193			Gm45452
ENSMUSG00000105104			Gm43729
ENSMUSG00000109938			Gm6009
ENSMUSG00000027967	ENSG00000178403	NEUROG2	Neurog2
ENSMUSG00000110129			Gm45453
ENSMUSG00000031533	ENSG00000102738	MRPS31	Mrps31
ENSMUSG00000025766	ENSG00000151470	C4orf33	D3Ertd751e
ENSMUSG00000106962			Gm43633
ENSMUSG00000061414	ENSG00000130038	CRACR2A	Cracr2a
ENSMUSG00000048832	ENSG00000167987	VPS37C	Vps37c
ENSMUSG00000029231	ENSG00000134853	PDGFRA	Pdgfra
ENSMUSG00000090451			Gm6133
ENSMUSG00000119659	ENSG00000207163	RNU6-905P	Gm26430
ENSMUSG00000088733	ENSG00000200231	RNU1-23P	Gm23895
ENSMUSG00000031534	ENSG00000176209	SMIM19	Smim19
ENSMUSG00000032299	ENSG00000140365	COMMD4	Commd4
ENSMUSG00000024548	ENSG00000152217	SETBP1	Setbp1
ENSMUSG00000037907	ENSG00000198720	ANKRD13B	Ankrd13b
ENSMUSG00000108670			Gm44815
ENSMUSG00000117828			Gm2116
ENSMUSG00000030811	ENSG00000099364	FBXL19	Fbxl19
ENSMUSG00000118301			Gm20593
ENSMUSG00000037656	ENSG00000168575	SLC20A2	Slc20a2
ENSMUSG00000087717			Gm25824
ENSMUSG00000118130			Gm50176
ENSMUSG00000041225	ENSG00000165322	ARHGAP12	Arhgap12
ENSMUSG00000116754			Gm33255
ENSMUSG00000116845			Gm46546
ENSMUSG00000103979			Gm20305
ENSMUSG00000055811	ENSG00000156282	CLDN17	Cldn17
ENSMUSG00000064281			Rpl19-ps1
ENSMUSG00000050520	ENSG00000156284	CLDN8	Cldn8
ENSMUSG00002076475			Gm55239
ENSMUSG00000118640			Gm7582
ENSMUSG00000050239	ENSG00000188694	KRTAP24-1	Krtap24-1
ENSMUSG00000101279			Gm18342
ENSMUSG00000024669	ENSG00000110448	CD5	Cd5
ENSMUSG00002076486	ENSG00000222439	RNU6-994P	Gm54874
ENSMUSG00000045331			2310079G19Rik
ENSMUSG00000081752			Sms-ps
ENSMUSG00000082620			Gm8244
ENSMUSG00000071471	ENSG00000197683	KRTAP26-1	Krtap26-1
ENSMUSG00000082965			Gm6754
ENSMUSG00000084022			Gm16459
ENSMUSG00000066652	ENSG00000143768	LEFTY2	Lefty2
ENSMUSG00000066652	ENSG00000243709	LEFTY1	Lefty2
ENSMUSG00000090515	ENSG00000206107	KRTAP27-1	Krtap27-1
ENSMUSG00000082539			Gm15207
ENSMUSG00000081269			Gm14659
ENSMUSG00000116547			Gm7667
ENSMUSG00000088195	ENSG00000252186	RNU6-781P	Gm23901
ENSMUSG00000084396			Gm14657
ENSMUSG00000050704			Krtap13-22
ENSMUSG00000083346			Gm8260
ENSMUSG00000107253			Gm43634
ENSMUSG00000079579			Gm6760
ENSMUSG00000030350	ENSG00000111218	PRMT8	Prmt8
ENSMUSG00000056350	ENSG00000198390	KRTAP13-1	Krtap13-1
ENSMUSG00000056350	ENSG00000186971	KRTAP13-4	Krtap13-1
ENSMUSG00000056350	ENSG00000182816	KRTAP13-2	Krtap13-1
ENSMUSG00000031357	ENSG00000169895	SYAP1	Syap1
ENSMUSG00000050224	ENSG00000240432	KRTAP13-3	Krtap13
ENSMUSG00000068078	ENSG00000240432	KRTAP13-3	Krtap13-20
ENSMUSG00000048830	ENSG00000240432	KRTAP13-3	Krtap13-21
ENSMUSG00000025932	ENSG00000104313	EYA1	Eya1
ENSMUSG00002075092			Gm54875
ENSMUSG00000116388			Gm3749
ENSMUSG00000116521			Gm4111
ENSMUSG00000116389			Gm49504
ENSMUSG00002075353			Gm54876
ENSMUSG00000116412			Gm49505
ENSMUSG00000115871			Gm49507
ENSMUSG00000004319	ENSG00000109572	CLCN3	Clcn3
ENSMUSG00000116455			Gm35974
ENSMUSG00000116636	ENSG00000240432	KRTAP13-3	Krtap13-24
ENSMUSG00000022931	ENSG00000186970	KRTAP15-1	Krtap15-1
ENSMUSG00000106833			Gm42739
ENSMUSG00000106905			Gm42741
ENSMUSG00000107042			4921513H07Rik
ENSMUSG00000104804			Mir7233
ENSMUSG00000106862			Gm42811
ENSMUSG00000060691			Krtap19-1
ENSMUSG00002076474			Gm55144
ENSMUSG00000030351	ENSG00000110900	TSPAN11	Tspan11
ENSMUSG00000057650			Krtap19-2
ENSMUSG00000025215	ENSG00000107807	TLX1	Tlx1
ENSMUSG00000060469			Krtap19-3
ENSMUSG00000043982			Krtap19-4
ENSMUSG00000092752			Mir3473a
ENSMUSG00000081917			Gm15209
ENSMUSG00000031179	ENSG00000124260	MAGEA10	Magea9
ENSMUSG00000051802			Krtap19-5
ENSMUSG00002075349			Gm54785
ENSMUSG00000115049			Gm49172
ENSMUSG00000048643			Krtap19-9a
ENSMUSG00000025216	ENSG00000138136	LBX1	Lbx1
ENSMUSG00000057174			Krtap19-9b
ENSMUSG00000033237	ENSG00000189079	ARID2	Arid2
ENSMUSG00000096534			Krtap16-3
ENSMUSG00000032582	ENSG00000004534	RBM6	Rbm6
ENSMUSG00000116708			Gm49689
ENSMUSG00000095992			Krtap22-2
ENSMUSG00000068075			Krtap6-3
ENSMUSG00000058172			Krtap6-1
ENSMUSG00000102057			Gm29594
ENSMUSG00000024670	ENSG00000013725	CD6	Cd6
ENSMUSG00000068074			Krtap6-7
ENSMUSG00000065105	ENSG00000206910	SNORA29	Gm26130
ENSMUSG00000064637	ENSG00000207392	SNORA20	Snora20
ENSMUSG00000062400			Krtap6-5
ENSMUSG00000062480	ENSG00000120437	ACAT2	Acat3
ENSMUSG00000068073			Krtap6-6
ENSMUSG00000046699	ENSG00000179542	SLITRK4	Slitrk4
ENSMUSG00000085813			Gm15870
ENSMUSG00000057855			Krtap20-1
ENSMUSG00000030064	ENSG00000114541	FRMD4B	Frmd4b
ENSMUSG00000068071			krtap20-23
ENSMUSG00000059113			Krtap20-20
ENSMUSG00000044227			Krtap20-21
ENSMUSG00000068068			Krtap20-22
ENSMUSG00000068067			Krtap20-24
ENSMUSG00000049871	ENSG00000167984	NLRC3	Nlrc3
ENSMUSG00000058298	ENSG00000111877	MCM9	Mcm9
ENSMUSG00000084459	ENSG00000201318	SNORD114-30	Gm24598
ENSMUSG00000082269			Gm14676
ENSMUSG00000065903	ENSG00000207190	RNU6-809P	Gm26111
ENSMUSG00000083084			Gm14667
ENSMUSG00000081514			Gm14673
ENSMUSG00000031181	ENSG00000268651	CTAG1A	Ctag2
ENSMUSG00000031181	ENSG00000126890	CTAG2	Ctag2
ENSMUSG00000031181	ENSG00000184033	CTAG1B	Ctag2
ENSMUSG00000080828			Gm14669
ENSMUSG00000083074			Gm14670
ENSMUSG00000083243			Gm14668
ENSMUSG00000082863			H2al1r-ps
ENSMUSG00000020289	ENSG00000103148	NPRL3	Nprl3
ENSMUSG00000031182			4930447F04Rik
ENSMUSG00002075249			Gm55055
ENSMUSG00000036790	ENSG00000185985	SLITRK2	Slitrk2
ENSMUSG00000023832	ENSG00000120437	ACAT2	Acat2
ENSMUSG00000087708	ENSG00000200204	RNU1-22P	Gm23000
ENSMUSG00000084074			Gm8310
ENSMUSG00000077127			Mir743
ENSMUSG00000119547			Mir743b
ENSMUSG00000077092			Mir742
ENSMUSG00000078017			Mir883a
ENSMUSG00000078024			Mir883b
ENSMUSG00000070104			Mir471
ENSMUSG00000043964	ENSG00000175938	ORAI3	Orai3
ENSMUSG00000077119			Mir741
ENSMUSG00000070078			Mir463
ENSMUSG00000078002			Mir880
ENSMUSG00000077872			Mir878
ENSMUSG00000078038			Mir881
ENSMUSG00000119361			Mir871
ENSMUSG00000070073			Mir470
ENSMUSG00000106642			Mir465d
ENSMUSG00002075367			Gm54790
ENSMUSG00000119071			Mir465c-1
ENSMUSG00000119524			Mir465b-1
ENSMUSG00000119436			Mir465c-2
ENSMUSG00000119887			Mir465b-2
ENSMUSG00000033228	ENSG00000139218	SCAF11	Scaf11
ENSMUSG00000070071			Mir465
ENSMUSG00000080795			Gm6783
ENSMUSG00000081442			Gm14682
ENSMUSG00000081598			Gm8312
ENSMUSG00000087724			Gm26276
ENSMUSG00000083010			Gm14687
ENSMUSG00000079578	ENSG00000183304	FAM9A	Gm1140
ENSMUSG00000079578	ENSG00000187268	FAM9C	Gm1140
ENSMUSG00000079578	ENSG00000177138	FAM9B	Gm1140
ENSMUSG00000079577	ENSG00000183304	FAM9A	Gm14692
ENSMUSG00000079577	ENSG00000187268	FAM9C	Gm14692
ENSMUSG00000079577	ENSG00000177138	FAM9B	Gm14692
ENSMUSG00000030607	ENSG00000157766	ACAN	Acan
ENSMUSG00000082621			Rpl7a-ps13
ENSMUSG00000025288			4933436I01Rik
ENSMUSG00000065404			Mir201
ENSMUSG00000076005			Mir547
ENSMUSG00000083709			Gm14688
ENSMUSG00000106233	ENSG00000208000	MIR509-1	Mir509
ENSMUSG00000106233	ENSG00000252583	MIR514B	Mir509
ENSMUSG00000106233	ENSG00000212014	MIR509-3	Mir509
ENSMUSG00000106233	ENSG00000207867	MIR514A3	Mir509
ENSMUSG00000106233	ENSG00000207868	MIR514A1	Mir509
ENSMUSG00000106233	ENSG00000207866	MIR514A2	Mir509
ENSMUSG00000082202			Gm4910
ENSMUSG00000083912			Gm5391
ENSMUSG00000082794			Gm6806
ENSMUSG00000088697			Gm22332
ENSMUSG00000081084			Gm5638
ENSMUSG00000067679			Obp1b
ENSMUSG00000081365			Gm15031
ENSMUSG00000077453			Gm25915
ENSMUSG00000079519			Gm14743
ENSMUSG00000089695			Gm15946
ENSMUSG00000058124			H2-M10.3
ENSMUSG00000081750			Gm4995
ENSMUSG00000081568			Gm15032
ENSMUSG00000035651			4930480E11Rik
ENSMUSG00000003549	ENSG00000012061	ERCC1	Ercc1
ENSMUSG00000048600			Gm5763
ENSMUSG00000092555			Stk-ps1
ENSMUSG00000083927			Gm14749
ENSMUSG00000023169	ENSG00000111371	SLC38A1	Slc38a1
ENSMUSG00000092508			H2-M10.5-ps1
ENSMUSG00000084019			Gm8754
ENSMUSG00000081881			Gm14752
ENSMUSG00000112745			Gm48025
ENSMUSG00000082865			Gm14745
ENSMUSG00000112530			Gm47738
ENSMUSG00000112731			Gm47739
ENSMUSG00000112566			Gm32025
ENSMUSG00000047996	ENSG00000130962	PRRG1	Prrg1
ENSMUSG00000112634			Gm47737
ENSMUSG00000025402	ENSG00000166886	NAB2	Nab2
ENSMUSG00000092231			Lgals1-ps1
ENSMUSG00000092437			Rpl9-ps9
ENSMUSG00000044538			Obox3-ps8
ENSMUSG00000021699	ENSG00000113448	PDE4D	Pde4d
ENSMUSG00000048231			H2-M10.4
ENSMUSG00000092290			Gm20452
ENSMUSG00000103952			Gm37268
ENSMUSG00000045934	ENSG00000014914	MTMR11	Mtmr11
ENSMUSG00000092493			Gm20451
ENSMUSG00000039738	ENSG00000188827	SLX4	Slx4
ENSMUSG00000092296			Gm20454
ENSMUSG00000092414			Gm20453
ENSMUSG00000037537			H2-M11
ENSMUSG00002075818	ENSG00000202377	SNORA25B	Gm55085
ENSMUSG00000084125			Gm8757
ENSMUSG00000082664			Gm8761
ENSMUSG00000102670			Gm37436
ENSMUSG00000031918	ENSG00000087053	MTMR2	Mtmr2
ENSMUSG00000085610			Gm14747
ENSMUSG00000078315			Fam47c
ENSMUSG00000092332			Gm8868
ENSMUSG00000082912			Gm8770
ENSMUSG00000024737	ENSG00000110446	SLC15A3	Slc15a3
ENSMUSG00000083258			Gm5939
ENSMUSG00000055609	ENSG00000130656	HBZ	Hba-x
ENSMUSG00002076278			Gm55091
ENSMUSG00000092606			Gm20450
ENSMUSG00000083067			H2al1q-ps
ENSMUSG00000081049			Rps24-ps3
ENSMUSG00000060475	ENSG00000146457	WTAP	Wtap
ENSMUSG00000073077			Cfap47
ENSMUSG00000112056			Gm48181
ENSMUSG00000112448			Gm48182
ENSMUSG00000069919	ENSG00000206172	HBA1	Hba-a1
ENSMUSG00000069919	ENSG00000188536	HBA2	Hba-a1
ENSMUSG00000112823			Gm6125
ENSMUSG00000046314	ENSG00000168952	STXBP6	Stxbp6
ENSMUSG00000112748			Gm6331
ENSMUSG00000064928			Gm22045
ENSMUSG00000022462	ENSG00000134294	SLC38A2	Slc38a2
ENSMUSG00000085731			Gm16229
ENSMUSG00000047649	ENSG00000117877	POLR1G	Polr1g
ENSMUSG00000019857	ENSG00000111875	ASF1A	Asf1a
ENSMUSG00000118027			Gm10802
ENSMUSG00000024736	ENSG00000006118	TMEM132A	Tmem132a
ENSMUSG00000073063	ENSG00000086506	HBQ1	Hbq1b
ENSMUSG00000030606	ENSG00000140511	HAPLN3	Hapln3
ENSMUSG00000069917	ENSG00000206172	HBA1	Hba-a2
ENSMUSG00000069917	ENSG00000188536	HBA2	Hba-a2
ENSMUSG00000031360	ENSG00000047230	CTPS2	Ctps2
ENSMUSG00000112332			4930466K18Rik
ENSMUSG00000040195	ENSG00000166881	NEMP1	Nemp1
ENSMUSG00000020295	ENSG00000086506	HBQ1	Hbq1a
ENSMUSG00000095638			Gm8888
ENSMUSG00000116202			Rpl10a-ps3
ENSMUSG00000022300	ENSG00000164934	DCAF13	Dcaf13
ENSMUSG00000011877	ENSG00000108262	GIT1	Git1
ENSMUSG00000081636			Gm15901
ENSMUSG00000086012			Gm15902
ENSMUSG00000034659	ENSG00000110108	TMEM109	Tmem109
ENSMUSG00000088852			Gm24731
ENSMUSG00002076117			Gm54914
ENSMUSG00000092404			Gm9921
ENSMUSG00000112768			Gm48517
ENSMUSG00000103823			Gm7899
ENSMUSG00000112604			Gm48518
ENSMUSG00000005980	ENSG00000213918	DNASE1	Dnase1
ENSMUSG00000064800			Gm24948
ENSMUSG00000102972			Gm37348
ENSMUSG00000112915			Gm18112
ENSMUSG00000102610			Gm37846
ENSMUSG00000104089			Gm38274
ENSMUSG00000112088			Gm48531
ENSMUSG00000103426			Gm37533
ENSMUSG00000112811			Gm7422
ENSMUSG00000040734	ENSG00000104881	PPP1R13L	Ppp1r13l
ENSMUSG00000104294			Gm38044
ENSMUSG00000112174			Gm48535
ENSMUSG00000102149			Gm9723
ENSMUSG00000112169			Gm48536
ENSMUSG00000102334			Gm18865
ENSMUSG00000021047	ENSG00000139910	NOVA1	Nova1
ENSMUSG00000104303			Gm36976
ENSMUSG00000104083			Gm29739
ENSMUSG00000068856	ENSG00000143368	SF3B4	Sf3b4
ENSMUSG00002075406			Gm54794
ENSMUSG00000098021			Gm9522
ENSMUSG00000022464	ENSG00000139209	SLC38A4	Slc38a4
ENSMUSG00000025217	ENSG00000166167	BTRC	Btrc
ENSMUSG00002075466			Gm54967
ENSMUSG00000084686			Gm22027
ENSMUSG00000102792			Gm32175
ENSMUSG00000103148			Gm37746
ENSMUSG00000028028	ENSG00000073331	ALPK1	Alpk1
ENSMUSG00000112358			Gm33869
ENSMUSG00000112420			Gm48543
ENSMUSG00000112483			Gm48542
ENSMUSG00002076225			Gm54916
ENSMUSG00000104308			Gm36971
ENSMUSG00000112215			Gm2089
ENSMUSG00000112908			Gm7392
ENSMUSG00000111984			Gm46327
ENSMUSG00000112085			Gm48587
ENSMUSG00000112005			Gm29818
ENSMUSG00000108639			
ENSMUSG00001118661			Gm26454
ENSMUSG00000098099			Gm7456
ENSMUSG00000112651			Gm18623
ENSMUSG00000020950	ENSG00000176165	FOXG1	Foxg1
ENSMUSG00000030309	ENSG00000110888	CAPRIN2	Caprin2
ENSMUSG00000019734	ENSG00000167608	TMC4	Tmc4
ENSMUSG00000089922			Gm43517
ENSMUSG00000070298			Trcg1
ENSMUSG00000112486			Gm48659
ENSMUSG00000112079			Gm19599
ENSMUSG00000089025			Gm25015
ENSMUSG00000112605			Gm7476
ENSMUSG00000098219			Gm7481
ENSMUSG00000002688	ENSG00000184304	PRKD1	Prkd1
ENSMUSG00000019856	ENSG00000111879	FAM184A	Fam184a
ENSMUSG00000104013			Gm37365
ENSMUSG00000104051			Gm38128
ENSMUSG00000089988			Gm16238
ENSMUSG00000103353			Gm37597
ENSMUSG00000032583	ENSG00000164077	MON1A	Mon1a
ENSMUSG00000104888			1500005C15Rik
ENSMUSG00002076732	ENSG00000252935	RNU6-1220P	Gm54971
ENSMUSG00000105701			Gm42587
ENSMUSG00002075348			Gm54972
ENSMUSG00002075819			Gm55247
ENSMUSG00002075442			Gm54973
ENSMUSG00000102588			Gm37444
ENSMUSG00000044328	ENSG00000167543	TP53I13	Trp53i13
ENSMUSG00000103082			Gm38124
ENSMUSG00000103477			5930409G06Rik
ENSMUSG00000089844			Sp140l1
ENSMUSG00000038486	ENSG00000159164	SV2A	Sv2a
ENSMUSG00000112154			Gm48777
ENSMUSG00000063450	ENSG00000054654	SYNE2	Syne2
ENSMUSG00000048218	ENSG00000139211	AMIGO2	Amigo2
ENSMUSG00000032300	ENSG00000167173	C15orf39	1700017B05Rik
ENSMUSG00000044250	ENSG00000179715	PCED1B	Pced1b
ENSMUSG00000073631			Gm10553
ENSMUSG00000006818	ENSG00000291237	SOD2	Sod2
ENSMUSG00000005981	ENSG00000126602	TRAP1	Trap1
ENSMUSG00000026520	ENSG00000143811	PYCR2	Pycr2
ENSMUSG00000116291			Gm4383
ENSMUSG00000000686	ENSG00000168792	ABHD15	Abhd15
ENSMUSG00000116131			Gm49506
ENSMUSG00000015943	ENSG00000178096	BOLA1	Bola1
ENSMUSG00000022466	ENSG00000005175	RPAP3	Rpap3
ENSMUSG00000106760			Gm42802
ENSMUSG00000107245			Gm42803
ENSMUSG00000099060			Mir7025
ENSMUSG00000106704			Gm42799
ENSMUSG00000111457			Gm18996
ENSMUSG00002076047	ENSG00000252931	RNU6-231P	Gm55365
ENSMUSG00000089078	ENSG00000207433	RNU6-246P	Gm24502
ENSMUSG00000066626			Gm5121
ENSMUSG00000072673			Gm10392
ENSMUSG00000001082	ENSG00000109736	MFSD10	Mfsd10
ENSMUSG00000063849	ENSG00000138621	PPCDC	Ppcdc
ENSMUSG00000040711	ENSG00000174705	SH3PXD2B	Sh3pxd2b
ENSMUSG00000046688	ENSG00000145365	TIFA	Tifa
ENSMUSG00000071311	ENSG00000120436	GPR31	Gpr31b
ENSMUSG00000022468	ENSG00000111405	ENDOU	Endou
ENSMUSG00000025930	ENSG00000178860	MSC	Msc
ENSMUSG00000055602	ENSG00000242220	TCP10L	Tcp10b
ENSMUSG00000103430			Gm36996
ENSMUSG00000063689	ENSG00000184270	H2AC21	H2ac21
ENSMUSG00000073686			Gm10564
ENSMUSG00000068855	ENSG00000184260	H2AC20	H2ac20
ENSMUSG00000029047	ENSG00000157911	PEX10	Pex10
ENSMUSG00000103492			Gm37412
ENSMUSG00000081201			Smt3h2-ps4
ENSMUSG00002075180			Gm54985
ENSMUSG00000038793	ENSG00000143768	LEFTY2	Lefty1
ENSMUSG00000038793	ENSG00000243709	LEFTY1	Lefty1
ENSMUSG00000068854	ENSG00000124635	H2BC11	H2bc21
ENSMUSG00000081058			H3c15
ENSMUSG00000025401	ENSG00000166866	MYO1A	Myo1a
ENSMUSG00000061079	ENSG00000166478	ZNF143	Zfp143
ENSMUSG00000063954	ENSG00000288859	H2AC19	H2ac19
ENSMUSG00002076697			Gm54987
ENSMUSG00000064220			H2ac18
ENSMUSG00000070392			Gm20634
ENSMUSG00002076967			Gm54988
ENSMUSG00000082193			Rpl5-ps1
ENSMUSG00000074238	ENSG00000138660	AP1AR	Ap1ar
ENSMUSG00000090128			Gm16038
ENSMUSG00000029048	ENSG00000157916	RER1	Rer1
ENSMUSG00000026384	ENSG00000088179	PTPN4	Ptpn4
ENSMUSG00000108254			Gm43908
ENSMUSG00000108185			Gm19653
ENSMUSG00000031535	ENSG00000104371	DKK4	Dkk4
ENSMUSG00000064724	ENSG00000199363	SNORA63E	Gm25852
ENSMUSG00002076989	ENSG00000272020	RNU1-30P	Gm23510
ENSMUSG00000108093			Gm44102
ENSMUSG00000033016	ENSG00000131196	NFATC1	Nfatc1
ENSMUSG00000118937			Gm24565
ENSMUSG00000089464			Gm23703
ENSMUSG00000029776	ENSG00000106049	HIBADH	Hibadh
ENSMUSG00000031536	ENSG00000070501	POLB	Polb
ENSMUSG00000057605			Gm6807
ENSMUSG00000025218	ENSG00000166169	POLL	Poll
ENSMUSG00000037386	ENSG00000176406	RIMS2	Rims2
ENSMUSG00002076443			Gm54922
ENSMUSG00000116301			Gm49547
ENSMUSG00000044949	ENSG00000168246	UBTD2	Ubtd2
ENSMUSG00000022521	ENSG00000005339	CREBBP	Crebbp
ENSMUSG00000105804			Gm43654
ENSMUSG00000105008			Gm43652
ENSMUSG00000050549	ENSG00000174749	FAM241A	Fam241a
ENSMUSG00000044056	ENSG00000214360	EFCAB9	Efcab9
ENSMUSG00000041035	ENSG00000166171	DPCD	Dpcd
ENSMUSG00000107647			Gm44445
ENSMUSG00000107813			Gm44434
ENSMUSG00000029049	ENSG00000116151	MORN1	Morn1
ENSMUSG00000064792			Gm24355
ENSMUSG00000108170			Gm43966
ENSMUSG00000004535	ENSG00000106052	TAX1BP1	Tax1bp1
ENSMUSG00000049100	ENSG00000138650	PCDH10	Pcdh10
ENSMUSG00000020272	ENSG00000072786	STK10	Stk10
ENSMUSG00000003923	ENSG00000108064	TFAM	Tfam
ENSMUSG00000024735	ENSG00000110107	PRPF19	Prpf19
ENSMUSG00000040722	ENSG00000198794	SCAMP5	Scamp5
ENSMUSG00000117147			Gm11166
ENSMUSG00000067049	ENSG00000112494	UNC93A	Unc93a
ENSMUSG00000017291	ENSG00000160551	TAOK1	Taok1
ENSMUSG00000031772	ENSG00000152910	CNTNAP4	Cntnap4
ENSMUSG00000108036			Gm43967
ENSMUSG00000063568	ENSG00000153814	JAZF1	Jazf1
ENSMUSG00000074237			Gm10650
ENSMUSG00000103713			Gm2136
ENSMUSG00000103947			Gm37345
ENSMUSG00000103534			Gm37835
ENSMUSG00000102190			Gm38166
ENSMUSG00000104491			Gm32340
ENSMUSG00000064579	ENSG00000199488	RNU1-70P	Gm25796
ENSMUSG00000089584	ENSG00000222679	RNU6-1267P	Gm23337
ENSMUSG00000077256			Gm26081
ENSMUSG00000104511			Gm18843
ENSMUSG00000106119			Gm43656
ENSMUSG00000065248			Gm22293
ENSMUSG00000106029			Gm4410
ENSMUSG00000111380			D9Wsu149
ENSMUSG00000074236			Gm9387
ENSMUSG00000111414			Gm18103
ENSMUSG00000090919	ENSG00000254535	PABPC4L	Pabpc4l
ENSMUSG00000074280			Gm6166
ENSMUSG00000062309	ENSG00000178718	RPP25	Rpp25
ENSMUSG00000079427	ENSG00000136371	MTHFS	Mthfsl
ENSMUSG00000081872			Gm15572
ENSMUSG00002075761			Gm55156
ENSMUSG00000030352	ENSG00000011105	TSPAN9	Tspan9
ENSMUSG00000028809	ENSG00000133226	SRRM1	Srrm1
ENSMUSG00000102589			Gm37445
ENSMUSG00000098417			Mir6379
ENSMUSG00000072387			Gm10356
ENSMUSG00000097985			Gm5274
ENSMUSG00000000088	ENSG00000178741	COX5A	Cox5a
ENSMUSG00000088739			Gm23891
ENSMUSG00000093769			H3c14
ENSMUSG00000109904			Gm45819
ENSMUSG00000042308			Setd1a
ENSMUSG00000102220			Rpl23a-ps5
ENSMUSG00000103491			Gm10730
ENSMUSG00000103798			Gm2229
ENSMUSG00000097445			Gm26631
ENSMUSG00000103257			Gm7977
ENSMUSG00000040111	ENSG00000023171	GRAMD1B	Gramd1b
ENSMUSG00000091405			H4c14
ENSMUSG00000104110			Gm37295
ENSMUSG00000103940			Gm38227
ENSMUSG00000093656			Gm20628
ENSMUSG00000102181			Gm37190
ENSMUSG00002075806			Gm23050
ENSMUSG00000117282			Gm49898
ENSMUSG00000016510	ENSG00000122033	MTIF3	Mtif3
ENSMUSG00000091876			Gm3851
ENSMUSG00000118871	ENSG00000200176	RNU1-19P	Gm23511
ENSMUSG00000103146			Gm37745
ENSMUSG00000074403	ENSG00000203811	H3C14	H3c13
ENSMUSG00000100436			Gm29657
ENSMUSG00000117051			Gm10512
ENSMUSG00000090277			Gm8338
ENSMUSG00000073458			Smok2a
ENSMUSG00000100042			Gm29658
ENSMUSG00000036975	ENSG00000144120	TMEM177	Tmem177
ENSMUSG00002076356			Gm55198
ENSMUSG00000110541			Gm10280
ENSMUSG00000104186			Gm37819
ENSMUSG00000103027			Gm37684
ENSMUSG00000077289			Gm25766
ENSMUSG00000088258	ENSG00000201155	RNU1-24P	Gm24291
ENSMUSG00000105827	ENSG00000203814	H2BC18	H2bc18
ENSMUSG00000078908	ENSG00000103111	MON1B	Mon1b
ENSMUSG00000073457			Smok2b
ENSMUSG00000032769	ENSG00000104321	TRPA1	Trpa1
ENSMUSG00000104309			Gm5846
ENSMUSG00000084517			Gm22480
ENSMUSG00000104437			Gm37424
ENSMUSG00000102731			Gm38261
ENSMUSG00000119115	ENSG00000200957	RNU6-801P	Gm26500
ENSMUSG00000103249			Gm38088
ENSMUSG00000104134			Gm2328
ENSMUSG00000024073	ENSG00000115760	BIRC6	Birc6
ENSMUSG00000103568			Gm29741
ENSMUSG00000119731	ENSG00000200216	RNU6-745P	Gm23096
ENSMUSG00000119731	ENSG00000223280	RNU6-57P	Gm23096
ENSMUSG00000028023	ENSG00000164093	PITX2	Pitx2
ENSMUSG00000033409	ENSG00000205078	SYCE1L	Syce1l
ENSMUSG00000025400	ENSG00000166863	TAC3	Tac2
ENSMUSG00000081451			Gm12734
ENSMUSG00000082646			Gm12732
ENSMUSG00000081543			Gm12733
ENSMUSG00000118748			Gm23132
ENSMUSG00000037857	ENSG00000108256	NUFIP2	Nufip2
ENSMUSG00000016520	ENSG00000139517	LNX2	Lnx2
ENSMUSG00000044617	ENSG00000166860	ZBTB39	Zbtb39
ENSMUSG00000070331	ENSG00000129646	QRICH2	Qrich2
ENSMUSG00000058396	ENSG00000166856	GPR182	Gpr182
ENSMUSG00000031016	ENSG00000166483	WEE1	Wee1
ENSMUSG00000019927	ENSG00000072401	UBE2D1	Ube2d1
